Roll Number,Name of Category of Admission Test,Marks Obtained
25853,ICS with Physics Combination (PU-CSP),57
25854,ICS with Physics Combination (PU-CSP),57
25855,ICS with Physics Combination (PU-CSP),48
25856,ICS with Physics Combination (PU-CSP),37
25857,ICS with Physics Combination (PU-CSP),65
25858,ICS with Physics Combination (PU-CSP),69
25859,ICS with Physics Combination (PU-CSP),49
25860,ICS with Physics Combination (PU-CSP),55
25861,ICS with Physics Combination (PU-CSP),38
25862,Pre-Engineering (PU-E),56
25863,Pre-Engineering (PU-E),77
25865,Pre-Engineering (PU-E),70
25866,Pre-Engineering (PU-E),56
25867,Pre-Engineering (PU-E),80
25868,Pre-Engineering (PU-E),87
25869,Pre-Engineering (PU-E),58
25872,Pre-Engineering (PU-E),83
25873,Pre-Engineering (PU-E),71
25875,Pre-Engineering (PU-E),41
25876,Pre-Engineering (PU-E),35
25877,Pre-Engineering (PU-E),78
25878,Pre-Engineering (PU-E),63
25879,Pre-Engineering (PU-E),40
25880,Pre-Engineering (PU-E),73
25881,Pre-Engineering (PU-E),61
25882,Pre-Engineering (PU-E),62
25883,Pre-Engineering (PU-E),56
25884,Pre-Engineering (PU-E),43
25885,Pre-Engineering (PU-E),23
25886,Pre-Engineering (PU-E),23
25887,Pre-Engineering (PU-E),69
25888,Pre-Engineering (PU-E),81
25889,Pre-Engineering (PU-E),54
25890,Pre-Engineering (PU-E),65
25891,Pre-Engineering (PU-E),44
25892,Pre-Engineering (PU-E),61
25893,Pre-Engineering (PU-E),61
25894,Pre-Engineering (PU-E),39
25895,Pre-Engineering (PU-E),87
25896,Pre-Engineering (PU-E),77
25897,Pre-Engineering (PU-E),51
25898,Pre-Engineering (PU-E),58
25899,Pre-Engineering (PU-E),60
25900,Pre-Engineering (PU-E),43
25901,Pre-Engineering (PU-E),43
25902,Pre-Engineering (PU-E),63
25903,Pre-Engineering (PU-E),82
25904,Pre-Engineering (PU-E),66
25905,Pre-Engineering (PU-E),52
25906,Pre-Engineering (PU-E),83
25911,Pre-Engineering (PU-E),47
25912,Pre-Engineering (PU-E),49
25913,Pre-Engineering (PU-E),36
25914,Pre-Engineering (PU-E),59
25915,Pre-Engineering (PU-E),0
25916,Pre-Engineering (PU-E),50
25917,Pre-Engineering (PU-E),38
25918,Pre-Engineering (PU-E),61
25919,Pre-Engineering (PU-E),47
25920,Pre-Engineering (PU-E),74
25921,Pre-Engineering (PU-E),50
25922,Pre-Engineering (PU-E),49
25923,Pre-Engineering (PU-E),61
25925,Pre-Engineering (PU-E),61
25927,Pre-Engineering (PU-E),0
25928,Pre-Engineering (PU-E),37
25929,Pre-Engineering (PU-E),37
25930,Pre-Engineering (PU-E),68
25931,Pre-Engineering (PU-E),67
25932,Pre-Engineering (PU-E),0
25933,Pre-Engineering (PU-E),50
25935,Pre-Engineering (PU-E),79
25936,Pre-Engineering (PU-E),53
25937,Pre-Engineering (PU-E),41
25938,Pre-Engineering (PU-E),45
25939,Pre-Engineering (PU-E),64
25941,Pre-Engineering (PU-E),68
25942,Pre-Engineering (PU-E),74
25943,Pre-Engineering (PU-E),81
25944,Pre-Engineering (PU-E),61
25945,Pre-Engineering (PU-E),56
25946,Pre-Engineering (PU-E),49
25947,Pre-Engineering (PU-E),47
25949,Pre-Medical (PU-M),65
25950,Pre-Medical (PU-M),79
25952,Pre-Medical (PU-M),52
25955,Pre-Medical (PU-M),79
25956,Pre-Medical (PU-M),44
25957,Pre-Medical (PU-M),40
25958,Pre-Medical (PU-M),80
25959,Pre-Medical (PU-M),28
25960,Pre-Medical (PU-M),65
25961,Pre-Medical (PU-M),54
25962,Pre-Medical (PU-M),64
25964,Pre-Medical (PU-M),76
25965,Pre-Medical (PU-M),68
25966,Pre-Medical (PU-M),66
25967,Pre-Medical (PU-M),54
25968,Pre-Medical (PU-M),56
25969,Pre-Medical (PU-M),36
25970,Pre-Medical (PU-M),77
25971,Pre-Medical (PU-M),71
25972,Pre-Medical (PU-M),57
25973,Pre-Medical (PU-M),52
25974,Pre-Medical (PU-M),52
25975,Pre-Medical (PU-M),47
25977,Pre-Medical (PU-M),53
25978,Pre-Medical (PU-M),69
25979,Pre-Medical (PU-M),39
25981,Pre-Medical (PU-M),62
25982,Pre-Medical (PU-M),57
25983,Pre-Medical (PU-M),57
25984,Pre-Medical (PU-M),47
25985,Pre-Medical (PU-M),32
25986,Pre-Medical (PU-M),76
25987,Pre-Medical (PU-M),50
25988,Pre-Medical (PU-M),56
25989,Pre-Medical (PU-M),52
25990,"Arts, Humanities & Social Sciences (PU-AHS)",0
25991,"Arts, Humanities & Social Sciences (PU-AHS)",0
25992,"Arts, Humanities & Social Sciences (PU-AHS)",0
25993,"Arts, Humanities & Social Sciences (PU-AHS)",0
25995,"Arts, Humanities & Social Sciences (PU-AHS)",0
25997,"Arts, Humanities & Social Sciences (PU-AHS)",63
25998,"Arts, Humanities & Social Sciences (PU-AHS)",0
25999,"Arts, Humanities & Social Sciences (PU-AHS)",49
24000,Pre-Engineering (PU-E),0
24002,Pre-Engineering (PU-E),76
24003,Pre-Engineering (PU-E),40
24004,Pre-Engineering (PU-E),60
24005,Pre-Engineering (PU-E),47
24006,Pre-Engineering (PU-E),51
24007,Pre-Engineering (PU-E),52
24008,Pre-Engineering (PU-E),60
24009,Pre-Engineering (PU-E),65
24010,Pre-Engineering (PU-E),65
24011,Pre-Engineering (PU-E),53
24012,Pre-Engineering (PU-E),52
24014,Pre-Engineering (PU-E),57
24016,Pre-Engineering (PU-E),70
24018,Pre-Engineering (PU-E),0
24020,Pre-Engineering (PU-E),71
24021,Pre-Engineering (PU-E),62
24022,Pre-Engineering (PU-E),62
24024,Pre-Engineering (PU-E),41
24025,Pre-Engineering (PU-E),41
24026,Pre-Engineering (PU-E),51
24029,Pre-Engineering (PU-E),79
24031,Pre-Engineering (PU-E),35
24032,Pre-Engineering (PU-E),35
24034,Pre-Engineering (PU-E),46
24035,Pre-Engineering (PU-E),74
24036,Pre-Engineering (PU-E),47
24038,Pre-Engineering (PU-E),68
24039,Pre-Engineering (PU-E),0
24040,Pre-Engineering (PU-E),48
24041,Pre-Engineering (PU-E),52
24042,Pre-Engineering (PU-E),71
24043,Pre-Engineering (PU-E),83
24044,Pre-Engineering (PU-E),59
24045,Pre-Engineering (PU-E),66
24046,Pre-Engineering (PU-E),67
24047,Pre-Engineering (PU-E),66
24048,Pre-Engineering (PU-E),60
24049,Pre-Engineering (PU-E),75
24050,Pre-Engineering (PU-E),75
24051,Pre-Engineering (PU-E),71
24052,Pre-Engineering (PU-E),46
24053,Pre-Engineering (PU-E),46
24054,Pre-Engineering (PU-E),55
24056,Pre-Engineering (PU-E),55
24057,Pre-Engineering (PU-E),57
24058,Pre-Engineering (PU-E),82
24059,Pre-Engineering (PU-E),0
24060,Pre-Engineering (PU-E),0
24061,Pre-Engineering (PU-E),62
24062,Pre-Engineering (PU-E),73
24064,Pre-Engineering (PU-E),56
24065,Pre-Engineering (PU-E),66
24067,Pre-Engineering (PU-E),61
24068,Pre-Engineering (PU-E),74
24069,Pre-Engineering (PU-E),67
24070,Pre-Engineering (PU-E),0
24071,Pre-Engineering (PU-E),0
24072,Pre-Engineering (PU-E),54
24073,Pre-Engineering (PU-E),78
24074,Pre-Engineering (PU-E),62
24075,Pre-Engineering (PU-E),62
24076,Pre-Engineering (PU-E),55
24077,Pre-Engineering (PU-E),60
24078,Pre-Engineering (PU-E),52
24081,Pre-Engineering (PU-E),73
24082,Pre-Engineering (PU-E),50
24083,Pre-Engineering (PU-E),69
24084,Pre-Engineering (PU-E),82
24085,Pre-Engineering (PU-E),37
24086,Pre-Engineering (PU-E),52
24087,Pre-Engineering (PU-E),47
24089,Pre-Medical (PU-M),64
24090,Pre-Medical (PU-M),46
24091,Pre-Medical (PU-M),50
24092,Pre-Medical (PU-M),69
24093,Pre-Medical (PU-M),0
24094,Pre-Medical (PU-M),58
24095,Pre-Medical (PU-M),40
24096,Pre-Medical (PU-M),48
24097,Pre-Medical (PU-M),64
24100,Pre-Medical (PU-M),44
24101,Pre-Medical (PU-M),44
24102,Pre-Medical (PU-M),47
24103,Pre-Medical (PU-M),63
24104,Pre-Medical (PU-M),50
24105,Pre-Medical (PU-M),35
24106,Pre-Medical (PU-M),36
24108,Pre-Medical (PU-M),65
24109,Pre-Medical (PU-M),55
24111,Pre-Medical (PU-M),0
24112,Pre-Medical (PU-M),51
24113,Pre-Medical (PU-M),44
24114,Pre-Medical (PU-M),34
24115,Pre-Medical (PU-M),67
24116,Pre-Medical (PU-M),42
24117,Pre-Medical (PU-M),54
24118,Pre-Medical (PU-M),0
24119,Pre-Medical (PU-M),0
24120,Pre-Medical (PU-M),52
24121,Pre-Medical (PU-M),45
24123,Pre-Medical (PU-M),66
24125,Pre-Medical (PU-M),39
24126,Pre-Medical (PU-M),40
24127,Pre-Medical (PU-M),55
24130,Pre-Medical (PU-M),48
24132,"Arts, Humanities & Social Sciences (PU-AHS)",37
24133,"Arts, Humanities & Social Sciences (PU-AHS)",51
24134,"Arts, Humanities & Social Sciences (PU-AHS)",0
24136,"Arts, Humanities & Social Sciences (PU-AHS)",48
24137,"Arts, Humanities & Social Sciences (PU-AHS)",45
24138,"Arts, Humanities & Social Sciences (PU-AHS)",37
24139,"Arts, Humanities & Social Sciences (PU-AHS)",79
24140,"Arts, Humanities & Social Sciences (PU-AHS)",0
24142,"Arts, Humanities & Social Sciences (PU-AHS)",46
24143,"Arts, Humanities & Social Sciences (PU-AHS)",41
24144,"Arts, Humanities & Social Sciences (PU-AHS)",43
24145,"Arts, Humanities & Social Sciences (PU-AHS)",52
24146,"Arts, Humanities & Social Sciences (PU-AHS)",47
24147,"Arts, Humanities & Social Sciences (PU-AHS)",43
24149,"Arts, Humanities & Social Sciences (PU-AHS)",0
24150,"Arts, Humanities & Social Sciences (PU-AHS)",36
24151,"Arts, Humanities & Social Sciences (PU-AHS)",52
24152,"Arts, Humanities & Social Sciences (PU-AHS)",48
24153,"Arts, Humanities & Social Sciences (PU-AHS)",0
24154,"Arts, Humanities & Social Sciences (PU-AHS)",41
24155,"Arts, Humanities & Social Sciences (PU-AHS)",41
24156,"Arts, Humanities & Social Sciences (PU-AHS)",40
24157,"Arts, Humanities & Social Sciences (PU-AHS)",56
24158,"Arts, Humanities & Social Sciences (PU-AHS)",44
24159,"Arts, Humanities & Social Sciences (PU-AHS)",42
24160,"Arts, Humanities & Social Sciences (PU-AHS)",59
24161,"Arts, Humanities & Social Sciences (PU-AHS)",45
24162,"Arts, Humanities & Social Sciences (PU-AHS)",50
24163,"Arts, Humanities & Social Sciences (PU-AHS)",0
24164,"Arts, Humanities & Social Sciences (PU-AHS)",0
24165,"Arts, Humanities & Social Sciences (PU-AHS)",56
24166,"Arts, Humanities & Social Sciences (PU-AHS)",56
24167,"Arts, Humanities & Social Sciences (PU-AHS)",35
24168,"Arts, Humanities & Social Sciences (PU-AHS)",49
24169,"Arts, Humanities & Social Sciences (PU-AHS)",32
24170,"Arts, Humanities & Social Sciences (PU-AHS)",32
24171,"Arts, Humanities & Social Sciences (PU-AHS)",63
24172,"Arts, Humanities & Social Sciences (PU-AHS)",51
24173,"Arts, Humanities & Social Sciences (PU-AHS)",0
24174,"Arts, Humanities & Social Sciences (PU-AHS)",0
24175,"Arts, Humanities & Social Sciences (PU-AHS)",45
24176,"Arts, Humanities & Social Sciences (PU-AHS)",39
24177,"Arts, Humanities & Social Sciences (PU-AHS)",71
24178,"Arts, Humanities & Social Sciences (PU-AHS)",63
24179,ICS with Physics Combination (PU-CSP),32
24180,ICS with Physics Combination (PU-CSP),57
24181,ICS with Physics Combination (PU-CSP),41
24183,ICS with Physics Combination (PU-CSP),78
24184,ICS with Physics Combination (PU-CSP),53
24185,ICS with Physics Combination (PU-CSP),47
24186,ICS with Physics Combination (PU-CSP),48
24187,ICS with Physics Combination (PU-CSP),45
24188,ICS with Physics Combination (PU-CSP),38
24189,ICS with Physics Combination (PU-CSP),52
24190,ICS with Physics Combination (PU-CSP),58
24191,ICS with Physics Combination (PU-CSP),43
24192,ICS with Physics Combination (PU-CSP),51
24193,ICS with Physics Combination (PU-CSP),0
24194,ICS with Physics Combination (PU-CSP),56
24195,ICS with Physics Combination (PU-CSP),91
24196,ICS with Physics Combination (PU-CSP),48
24197,ICS with Physics Combination (PU-CSP),52
24198,ICS with Physics Combination (PU-CSP),75
24199,ICS with Physics Combination (PU-CSP),36
24200,ICS with Physics Combination (PU-CSP),45
24201,ICS with Physics Combination (PU-CSP),55
24202,ICS with Physics Combination (PU-CSP),45
24203,ICS with Physics Combination (PU-CSP),52
24204,ICS with Physics Combination (PU-CSP),32
24205,ICS with Physics Combination (PU-CSP),0
24206,ICS with Physics Combination (PU-CSP),38
24208,ICS with Physics Combination (PU-CSP),46
24209,ICS with Physics Combination (PU-CSP),50
24210,ICS with Physics Combination (PU-CSP),0
24211,ICS with Physics Combination (PU-CSP),59
24212,ICS with Physics Combination (PU-CSP),50
24213,ICS with Physics Combination (PU-CSP),45
24215,ICS with Physics Combination (PU-CSP),53
24216,ICS with Physics Combination (PU-CSP),47
24217,ICS with Physics Combination (PU-CSP),48
24218,ICS with Physics Combination (PU-CSP),60
24219,ICS with Physics Combination (PU-CSP),66
24220,ICS with Physics Combination (PU-CSP),56
24221,ICS with Physics Combination (PU-CSP),57
24222,ICS with Physics Combination (PU-CSP),57
24223,ICS with Physics Combination (PU-CSP),50
24224,ICS with Physics Combination (PU-CSP),65
24225,ICS with Physics Combination (PU-CSP),0
24226,ICS with Physics Combination (PU-CSP),43
24228,ICS with Physics Combination (PU-CSP),67
24229,ICS with Physics Combination (PU-CSP),50
24230,ICS with Physics Combination (PU-CSP),35
24231,ICS with Physics Combination (PU-CSP),57
24232,ICS with Physics Combination (PU-CSP),37
24233,ICS with Physics Combination (PU-CSP),60
24234,ICS with Physics Combination (PU-CSP),40
24235,ICS with Physics Combination (PU-CSP),55
24236,ICS with Physics Combination (PU-CSP),55
24238,ICS with Physics Combination (PU-CSP),60
24239,ICS with Physics Combination (PU-CSP),28
24240,ICS with Physics Combination (PU-CSP),67
24241,ICS with Physics Combination (PU-CSP),48
24242,ICS with Physics Combination (PU-CSP),49
24243,ICS with Physics Combination (PU-CSP),42
24244,ICS with Physics Combination (PU-CSP),42
24245,ICS with Physics Combination (PU-CSP),54
24246,ICS with Physics Combination (PU-CSP),86
24249,ICS with Physics Combination (PU-CSP),41
24250,ICS with Physics Combination (PU-CSP),54
24251,ICS with Physics Combination (PU-CSP),55
24252,ICS with Physics Combination (PU-CSP),75
24253,ICS with Physics Combination (PU-CSP),42
24254,ICS with Physics Combination (PU-CSP),45
24255,ICS with Physics Combination (PU-CSP),0
24257,ICS with Physics Combination (PU-CSP),57
24258,ICS with Physics Combination (PU-CSP),63
24259,ICS with Physics Combination (PU-CSP),39
24260,ICS with Physics Combination (PU-CSP),0
24261,ICS with Physics Combination (PU-CSP),36
24262,ICS with Physics Combination (PU-CSP),49
24263,ICS with Physics Combination (PU-CSP),62
24264,ICS with Physics Combination (PU-CSP),65
24266,ICS with Physics Combination (PU-CSP),86
24267,ICS with Physics Combination (PU-CSP),43
24268,ICS with Physics Combination (PU-CSP),43
24270,ICS with Physics Combination (PU-CSP),71
24271,ICS with Physics Combination (PU-CSP),52
24272,ICS with Physics Combination (PU-CSP),61
24273,ICS with Physics Combination (PU-CSP),47
24274,ICS with Physics Combination (PU-CSP),47
24275,Pre-Medical (PU-M),61
24276,Pre-Medical (PU-M),22
24277,Pre-Medical (PU-M),54
24278,Pre-Medical (PU-M),44
24279,Pre-Medical (PU-M),47
24280,Pre-Medical (PU-M),42
24281,Pre-Medical (PU-M),41
24282,Pre-Medical (PU-M),57
24284,Pre-Medical (PU-M),64
24285,Pre-Medical (PU-M),47
24286,Pre-Medical (PU-M),74
24287,Pre-Medical (PU-M),58
24288,Pre-Medical (PU-M),60
24289,Pre-Medical (PU-M),49
24290,Pre-Medical (PU-M),32
24291,Pre-Medical (PU-M),0
24292,Pre-Medical (PU-M),55
24293,Pre-Medical (PU-M),0
24294,Pre-Medical (PU-M),32
24296,Pre-Medical (PU-M),80
24297,Pre-Medical (PU-M),0
24298,Pre-Medical (PU-M),47
24299,Pre-Medical (PU-M),71
24300,Pre-Medical (PU-M),53
24301,Pre-Medical (PU-M),41
24303,Pre-Medical (PU-M),45
24304,Pre-Medical (PU-M),41
24305,Pre-Medical (PU-M),44
24308,Pre-Medical (PU-M),48
24309,Pre-Medical (PU-M),53
24310,Pre-Medical (PU-M),0
24313,Pre-Medical (PU-M),55
24314,Pre-Medical (PU-M),0
24315,Pre-Medical (PU-M),40
24316,Pre-Medical (PU-M),64
24317,ICS with Physics Combination (PU-CSP),58
24318,ICS with Physics Combination (PU-CSP),58
24319,ICS with Physics Combination (PU-CSP),43
24320,ICS with Physics Combination (PU-CSP),68
24321,ICS with Physics Combination (PU-CSP),61
24322,ICS with Physics Combination (PU-CSP),61
24323,ICS with Physics Combination (PU-CSP),44
24324,ICS with Physics Combination (PU-CSP),44
24325,ICS with Physics Combination (PU-CSP),85
24326,ICS with Physics Combination (PU-CSP),85
24327,ICS with Physics Combination (PU-CSP),85
24328,ICS with Physics Combination (PU-CSP),85
24329,ICS with Physics Combination (PU-CSP),52
24331,ICS with Physics Combination (PU-CSP),60
24332,ICS with Physics Combination (PU-CSP),60
24333,ICS with Physics Combination (PU-CSP),60
24334,ICS with Physics Combination (PU-CSP),59
24335,ICS with Physics Combination (PU-CSP),0
24336,ICS with Physics Combination (PU-CSP),44
24337,ICS with Physics Combination (PU-CSP),0
24339,ICS with Physics Combination (PU-CSP),27
24340,ICS with Physics Combination (PU-CSP),51
24341,ICS with Physics Combination (PU-CSP),39
24342,ICS with Physics Combination (PU-CSP),94
24343,ICS with Physics Combination (PU-CSP),86
24344,ICS with Physics Combination (PU-CSP),58
24345,ICS with Physics Combination (PU-CSP),49
24346,ICS with Physics Combination (PU-CSP),44
24347,ICS with Physics Combination (PU-CSP),36
24348,ICS with Physics Combination (PU-CSP),49
24349,ICS with Physics Combination (PU-CSP),41
24350,ICS with Physics Combination (PU-CSP),65
24351,ICS with Physics Combination (PU-CSP),87
24352,ICS with Physics Combination (PU-CSP),87
24353,ICS with Physics Combination (PU-CSP),71
24354,ICS with Physics Combination (PU-CSP),34
24355,ICS with Physics Combination (PU-CSP),73
24356,ICS with Physics Combination (PU-CSP),41
24357,ICS with Physics Combination (PU-CSP),46
24358,ICS with Physics Combination (PU-CSP),54
24359,ICS with Physics Combination (PU-CSP),0
24360,ICS with Physics Combination (PU-CSP),33
24361,ICS with Physics Combination (PU-CSP),71
24362,ICS with Physics Combination (PU-CSP),53
24363,ICS with Physics Combination (PU-CSP),38
24364,ICS with Physics Combination (PU-CSP),58
24366,ICS with Physics Combination (PU-CSP),69
24367,ICS with Physics Combination (PU-CSP),70
24368,ICS with Physics Combination (PU-CSP),59
24369,ICS with Physics Combination (PU-CSP),56
24370,ICS with Physics Combination (PU-CSP),42
24372,Pre-Engineering (PU-E),38
24373,Pre-Engineering (PU-E),59
24375,Pre-Engineering (PU-E),31
24376,Pre-Engineering (PU-E),81
24378,Pre-Engineering (PU-E),63
24379,Pre-Engineering (PU-E),72
24381,Pre-Engineering (PU-E),64
24382,Pre-Engineering (PU-E),44
24383,Pre-Engineering (PU-E),48
24384,Pre-Engineering (PU-E),48
24385,Pre-Engineering (PU-E),38
24386,Pre-Engineering (PU-E),38
24387,Pre-Engineering (PU-E),55
24388,Pre-Engineering (PU-E),55
24390,Pre-Engineering (PU-E),65
24392,Pre-Engineering (PU-E),52
24397,Pre-Engineering (PU-E),59
24398,Pre-Engineering (PU-E),55
24400,Pre-Engineering (PU-E),55
24402,Pre-Engineering (PU-E),65
24403,Pre-Engineering (PU-E),73
24404,Pre-Engineering (PU-E),46
24405,Pre-Engineering (PU-E),43
24407,Pre-Engineering (PU-E),38
24408,Pre-Engineering (PU-E),47
24409,Pre-Engineering (PU-E),72
24410,Pre-Engineering (PU-E),61
24411,Pre-Engineering (PU-E),61
24412,Pre-Engineering (PU-E),53
24413,Pre-Engineering (PU-E),67
24414,Pre-Engineering (PU-E),48
24415,Pre-Engineering (PU-E),44
24416,Pre-Engineering (PU-E),57
24417,Pre-Engineering (PU-E),62
24418,Pre-Engineering (PU-E),48
24419,Pre-Engineering (PU-E),69
24420,Pre-Engineering (PU-E),60
24421,Pre-Engineering (PU-E),72
24422,Pre-Engineering (PU-E),79
24423,Pre-Engineering (PU-E),44
24425,Pre-Engineering (PU-E),73
24426,Pre-Engineering (PU-E),65
24427,Pre-Engineering (PU-E),78
24428,Pre-Engineering (PU-E),52
24429,Pre-Engineering (PU-E),52
24430,Pre-Engineering (PU-E),76
24432,Pre-Engineering (PU-E),67
24433,Pre-Engineering (PU-E),76
24434,Pre-Engineering (PU-E),76
24435,Pre-Engineering (PU-E),65
24437,Pre-Engineering (PU-E),41
24438,Pre-Engineering (PU-E),51
24439,Pre-Engineering (PU-E),77
24440,Pre-Engineering (PU-E),61
24441,Pre-Engineering (PU-E),85
24442,Pre-Engineering (PU-E),60
24443,Pre-Engineering (PU-E),55
24444,Pre-Engineering (PU-E),52
24446,Pre-Engineering (PU-E),73
24447,Pre-Engineering (PU-E),52
24448,Pre-Engineering (PU-E),58
24449,Pre-Engineering (PU-E),62
24450,Pre-Engineering (PU-E),78
24451,Pre-Engineering (PU-E),52
